ID,DateTime,Record,Status,Lat,Lon,Wind,Pressure,NE_34kt,SE_34kt,SW_34kt,NW_34kt,NE_50kt,SE_50kt,SW_50kt,NW_50kt,NE_64kt,SE_64kt,SW_64kt,NW_64kt
AL082007, 2007-09-18T12:00:00Z, U, LO, 19.1, -62.0, 20.0, 1011.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL032014, 2014-08-04T18:00:00Z, U, HU, 28.5, -73.6, 70.0, 999.0, 120.0, 100.0, 30.0, 40.0, 40.0, 40.0, 0.0, 0.0, 20.0, 20.0, 0.0, 0.0
AL012015, 2015-05-07T06:00:00Z, U, LO, 30.7, -77.8, 35.0, 1010.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL172011, 2011-09-29T06:00:00Z, U, TS, 17.8, -41.5, 45.0, 1004.0, 90.0, 60.0, 0.0, 45.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL142012, 2012-09-25T18:00:00Z, U, TS, 31.7, -30.1, 40.0, 997.0, 120.0, 90.0, 90.0, 160.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL102009, 2009-10-06T06:00:00Z, U, TS, 16.1, -50.5, 35.0, 1007.0, 45.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL132005, 2005-08-30T06:00:00Z, U, LO, 22.1, -53.6, 20.0, 1010.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL042015, 2015-08-17T18:00:00Z, U, LO, 10.0, -32.6, 25.0, 1010.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL062015, 2015-09-02T06:00:00Z, U, TS, 19.3, -29.7, 40.0, 1004.0, 70.0, 40.0, 40.0, 70.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL082012, 2012-08-17T18:00:00Z, U, TS, 34.3, -45.0, 55.0, 993.0, 70.0, 90.0, 90.0, 70.0, 20.0, 40.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL142012, 2012-09-21T18:00:00Z, U, LO, 33.6, -27.2, 50.0, 984.0, 180.0, 150.0, 200.0, 300.0, 0.0, 0.0, 50.0, 70.0, 0.0, 0.0, 0.0, 0.0
AL162017, 2017-10-06T06:00:00Z, U, TS, 16.3, -84.7, 40.0, 999.0, 80.0, 80.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL102008, 2008-09-05T00:00:00Z, U, TS, 15.0, -33.4, 40.0, 1002.0, 150.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL022008, 2008-07-06T12:00:00Z, U, TS, 17.6, -44.3, 45.0, 1000.0, 75.0, 30.0, 0.0, 75.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL072017, 2017-08-06T18:00:00Z, U, LO, 15.5, -81.5, 30.0, 1008.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL102010, 2010-09-08T18:00:00Z, U, TD, 33.7, -98.7, 20.0, 1005.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL032010, 2010-07-22T23:15:00Z, L, TS, 23.0, -75.7, 35.0, 1006.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL062007, 2007-09-06T06:00:00Z, U, LO, 16.7, -90.8, 20.0, 1007.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL062010, 2010-08-25T00:00:00Z, U, HU, 17.7, -49.0, 70.0, 984.0, 120.0, 90.0, 60.0, 90.0, 60.0, 45.0, 30.0, 45.0, 25.0, 15.0, 0.0, 25.0
AL052013, 2013-08-17T18:00:00Z, U, TS, 20.3, -36.2, 35.0, 1007.0, 60.0, 0.0, 0.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL122016, 2016-09-19T06:00:00Z, U, TS, 18.2, -46.8, 35.0, 1006.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL082017, 2017-08-13T06:00:00Z, U, TS, 25.8, -70.6, 35.0, 1012.0, 70.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL032009, 2009-08-23T06:00:00Z, U, HU, 40.1, -67.3, 75.0, 962.0, 250.0, 250.0, 175.0, 150.0, 100.0, 100.0, 60.0, 40.0, 75.0, 40.0, 30.0, 30.0
AL022008, 2008-07-18T18:00:00Z, U, HU, 36.9, -51.5, 65.0, 989.0, 110.0, 150.0, 110.0, 75.0, 35.0, 50.0, 35.0, 35.0, 0.0, 40.0, 0.0, 0.0
AL022010, 2010-07-08T00:00:00Z, U, TD, 23.7, -93.7, 30.0, 1005.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL122011, 2011-09-08T00:00:00Z, U, HU, 30.3, -69.9, 80.0, 968.0, 190.0, 170.0, 150.0, 180.0, 130.0, 100.0, 80.0, 90.0, 70.0, 60.0, 40.0, 60.0
AL042013, 2013-07-22T18:00:00Z, U, LO, 11.3, -20.0, 25.0, 1009.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL052017, 2017-07-18T12:00:00Z, U, TS, 11.4, -57.1, 35.0, 1011.0, 30.0, 20.0, 0.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL022008, 2008-07-07T06:00:00Z, U, HU, 19.1, -49.4, 65.0, 987.0, 100.0, 60.0, 45.0, 100.0, 50.0, 30.0, 20.0, 50.0, 20.0, 0.0, 0.0, 20.0
AL082006, 2006-09-12T12:00:00Z, U, TS, 22.8, -58.2, 50.0, 998.0, 75.0, 25.0, 0.0, 50.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL122011, 2011-09-07T06:00:00Z, U, HU, 28.2, -67.6, 85.0, 967.0, 180.0, 140.0, 120.0, 150.0, 100.0, 90.0, 80.0, 70.0, 70.0, 50.0, 40.0, 50.0
AL022011, 2011-07-16T18:00:00Z, U, LO, 29.8, -79.1, 20.0, 1014.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL012013, 2013-06-06T18:00:00Z, U, TS, 28.9, -83.9, 55.0, 993.0, 80.0, 120.0, 60.0, 60.0, 30.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL062004, 2004-08-26T18:00:00Z, U, HU, 13.3, -45.8, 65.0, 987.0, 70.0, 55.0, 55.0, 70.0, 35.0, 20.0, 20.0, 35.0, 15.0, 0.0, 0.0, 15.0
AL092012, 2012-08-24T00:00:00Z, U, TS, 15.7, -67.8, 45.0, 1002.0, 150.0, 60.0, 30.0, 120.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL102015, 2015-09-23T00:00:00Z, U, TS, 20.9, -47.2, 35.0, 1004.0, 120.0, 150.0, 0.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL132008, 2008-10-06T06:00:00Z, U, TD, 18.6, -92.7, 30.0, 1005.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL052010, 2010-08-15T18:00:00Z, U, LO, 31.5, -85.1, 20.0, 1013.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL042004, 2004-08-19T18:00:00Z, U, TS, 29.9, -37.2, 35.0, 1007.0, 90.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL082014, 2014-10-13T18:00:00Z, U, HU, 17.6, -62.4, 70.0, 988.0, 90.0, 60.0, 40.0, 90.0, 30.0, 20.0, 20.0, 30.0, 15.0, 10.0, 0.0, 15.0
AL142016, 2016-10-04T18:00:00Z, U, HU, 19.3, -74.3, 120.0, 947.0, 160.0, 150.0, 90.0, 100.0, 70.0, 60.0, 50.0, 60.0, 40.0, 40.0, 40.0, 40.0
AL062007, 2007-08-31T18:00:00Z, U, TD, 11.5, -58.0, 30.0, 1008.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL022016, 2016-06-06T06:00:00Z, U, LO, 32.4, -54.5, 25.0, 1013.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL032016, 2016-06-08T12:00:00Z, U, EX, 41.0, -61.0, 50.0, 988.0, 60.0, 300.0, 300.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL072009, 2009-09-13T06:00:00Z, U, LO, 17.5, -34.3, 30.0, 1007.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL102007, 2007-09-21T18:00:00Z, U, TD, 29.7, -86.1, 30.0, 1005.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL202005, 2005-10-04T06:00:00Z, U, HU, 19.2, -94.1, 65.0, 987.0, 90.0, 75.0, 75.0, 75.0, 45.0, 30.0, 30.0, 30.0, 15.0, 0.0, 15.0, 15.0
AL152017, 2017-09-16T18:00:00Z, U, TS, 12.2, -51.7, 40.0, 1004.0, 40.0, 0.0, 0.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL162010, 2010-09-30T00:00:00Z, U, LO, 24.7, -79.6, 40.0, 994.0, 120.0, 300.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL072013, 2013-09-05T00:00:00Z, U, TD, 16.7, -66.3, 30.0, 1008.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL112012, 2012-08-29T12:00:00Z, U, TS, 24.6, -46.3, 45.0, 1001.0, 60.0, 30.0, 0.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL102005, 2005-08-14T00:00:00Z, U, TD, 13.8, -45.7, 30.0, 1008.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL162005, 2005-09-20T12:00:00Z, U, EX, 52.2, -30.5, 40.0, 1003.0, 120.0, 150.0, 90.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL042016, 2016-06-20T06:00:00Z, U, TS, 20.0, -95.5, 35.0, 1008.0, 50.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL012013, 2013-06-08T00:00:00Z, U, EX, 37.4, -76.2, 40.0, 997.0, 0.0, 200.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL152011, 2011-09-07T18:00:00Z, U, TS, 20.3, -92.6, 40.0, 1004.0, 0.0, 0.0, 90.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL182011, 2011-10-25T12:00:00Z, U, HU, 17.3, -83.8, 95.0, 972.0, 60.0, 60.0, 75.0, 100.0, 25.0, 25.0, 25.0, 25.0, 15.0, 10.0, 10.0, 15.0
AL152016, 2016-10-10T12:00:00Z, U, TS, 25.4, -65.2, 50.0, 992.0, 110.0, 100.0, 60.0, 60.0, 40.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL092004, 2004-09-21T00:00:00Z, U, EX, 26.1, -79.7, 25.0, 1009.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL022010, 2010-07-09T12:00:00Z, U, LO, 26.5, -100.6, 20.0, 1009.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL132004, 2004-09-28T00:00:00Z, U, TS, 22.0, -46.4, 40.0, 1002.0, 75.0, 75.0, 0.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL122013, 2013-10-03T06:00:00Z, U, TS, 21.5, -86.8, 45.0, 1006.0, 70.0, 70.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL112017, 2017-09-12T06:00:00Z, U, LO, 32.9, -85.6, 25.0, 997.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL152008, 2008-10-17T06:00:00Z, U, HU, 25.1, -57.1, 70.0, 984.0, 105.0, 105.0, 60.0, 75.0, 60.0, 50.0, 0.0, 50.0, 40.0, 40.0, 0.0, 0.0
AL172010, 2010-10-09T06:00:00Z, U, HU, 28.5, -59.7, 75.0, 978.0, 110.0, 190.0, 60.0, 70.0, 50.0, 70.0, 40.0, 0.0, 25.0, 30.0, 15.0, 0.0
AL092012, 2012-08-28T18:00:00Z, U, HU, 28.6, -88.8, 70.0, 972.0, 180.0, 150.0, 140.0, 150.0, 90.0, 90.0, 60.0, 60.0, 60.0, 60.0, 0.0, 0.0
AL072017, 2017-08-08T06:00:00Z, U, TS, 19.2, -87.9, 50.0, 996.0, 140.0, 120.0, 40.0, 70.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL022016, 2016-05-29T12:00:00Z, U, TD, 32.7, -79.7, 30.0, 1007.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL132005, 2005-08-31T00:00:00Z, U, LO, 26.9, -52.7, 25.0, 1010.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL022010, 2010-07-08T06:00:00Z, U, TD, 24.7, -95.0, 30.0, 1006.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL012010, 2010-06-25T18:00:00Z, U, TD, 16.4, -83.1, 30.0, 1005.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL152017, 2017-09-19T12:00:00Z, U, HU, 16.1, -62.7, 140.0, 931.0, 120.0, 110.0, 80.0, 100.0, 80.0, 50.0, 40.0, 80.0, 25.0, 25.0, 20.0, 30.0
AL012016, 2016-01-14T18:00:00Z, U, HU, 32.5, -28.0, 75.0, 981.0, 150.0, 150.0, 100.0, 100.0, 40.0, 40.0, 30.0, 40.0, 20.0, 20.0, 0.0, 0.0
AL032017, 2017-06-20T06:00:00Z, U, DB, 24.4, -89.8, 35.0, 999.0, 180.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL012004, 2004-08-04T18:00:00Z, U, HU, 37.8, -68.3, 95.0, 965.0, 90.0, 150.0, 125.0, 75.0, 50.0, 75.0, 50.0, 50.0, 25.0, 50.0, 25.0, 15.0
AL142012, 2012-09-19T00:00:00Z, U, TS, 35.5, -32.3, 50.0, 989.0, 200.0, 170.0, 180.0, 200.0, 0.0, 80.0, 80.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL022007, 2007-05-31T18:00:00Z, U, LO, 19.6, -86.6, 25.0, 1005.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL122010, 2010-09-17T18:00:00Z, U, HU, 24.6, -47.4, 65.0, 986.0, 120.0, 105.0, 75.0, 105.0, 60.0, 50.0, 30.0, 50.0, 30.0, 20.0, 0.0, 30.0
AL042016, 2016-06-19T00:00:00Z, U, LO, 19.7, -92.3, 25.0, 1009.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL052006, 2006-08-21T18:00:00Z, U, TD, 11.6, -21.7, 30.0, 1007.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL182010, 2010-10-14T15:00:00Z, L, TS, 22.7, -83.9, 55.0, 1000.0, 45.0, 45.0, 45.0, 40.0, 20.0, 20.0, 20.0, 15.0, 0.0, 0.0, 0.0, 0.0
AL182012, 2012-10-24T19:00:00Z, L, HU, 17.9, -76.6, 75.0, 971.0, 150.0, 180.0, 70.0, 70.0, 50.0, 60.0, 40.0, 40.0, 25.0, 30.0, 20.0, 25.0
AL142010, 2010-09-24T12:00:00Z, U, TS, 19.0, -27.6, 50.0, 998.0, 40.0, 40.0, 30.0, 40.0, 15.0, 15.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL012017, 2017-04-17T06:00:00Z, U, EX, 33.2, -47.0, 45.0, 988.0, 150.0, 150.0, 300.0, 270.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL102010, 2010-09-09T06:00:00Z, U, TD, 35.5, -97.2, 20.0, 1005.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL022013, 2013-06-18T12:00:00Z, U, TD, 17.6, -90.3, 30.0, 1008.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL142012, 2012-09-12T12:00:00Z, U, TS, 18.8, -47.1, 50.0, 997.0, 100.0, 100.0, 20.0, 80.0, 50.0, 50.0, 0.0, 40.0, 0.0, 0.0, 0.0, 0.0
AL062006, 2006-08-29T18:00:00Z, U, TS, 23.9, -79.9, 40.0, 1005.0, 90.0, 60.0, 0.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL162011, 2011-10-04T06:00:00Z, U, EX, 50.6, -37.8, 40.0, 996.0, 0.0, 250.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL142004, 2004-10-08T12:00:00Z, U, TD, 24.0, -95.4, 30.0, 1007.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL062016, 2016-08-24T06:00:00Z, U, LO, 27.1, -66.7, 20.0, 1016.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL012012, 2012-05-20T06:00:00Z, U, TS, 31.9, -78.7, 45.0, 998.0, 40.0, 0.0, 0.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL142011, 2011-09-11T06:00:00Z, U, TS, 18.7, -63.4, 50.0, 1004.0, 180.0, 0.0, 0.0, 75.0, 90.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL172010, 2010-10-09T12:00:00Z, U, HU, 30.0, -57.3, 70.0, 981.0, 110.0, 190.0, 60.0, 70.0, 50.0, 70.0, 40.0, 0.0, 25.0, 30.0, 15.0, 0.0
AL112004, 2004-09-26T18:00:00Z, U, TS, 28.3, -82.3, 55.0, 970.0, 150.0, 125.0, 100.0, 150.0, 75.0, 75.0, 60.0, 75.0, 0.0, 0.0, 0.0, 0.0
AL252005, 2005-10-19T06:00:00Z, U, HU, 17.0, -82.2, 150.0, 892.0, 140.0, 90.0, 90.0, 140.0, 60.0, 30.0, 30.0, 60.0, 30.0, 15.0, 15.0, 30.0
AL062013, 2013-08-26T12:00:00Z, U, TD, 20.1, -97.3, 30.0, 1005.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL092013, 2013-09-14T00:00:00Z, U, LO, 24.8, -32.6, 40.0, 999.0, 180.0, 120.0, 80.0, 140.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL162004, 2004-12-02T12:00:00Z, U, TD, 29.1, -50.4, 30.0, 995.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL082016, 2016-08-28T12:00:00Z, U, TD, 31.5, -69.6, 30.0, 1010.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL012007, 2007-05-11T12:00:00Z, U, LO, 28.8, -79.7, 25.0, 1005.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL052012, 2012-08-09T16:15:00Z, L, TS, 18.3, -94.6, 55.0, 989.0, 120.0, 60.0, 30.0, 80.0, 30.0, 0.0, 0.0, 30.0, 0.0, 0.0, 0.0, 0.0
AL162008, 2008-10-14T12:00:00Z, U, TD, 15.5, -82.8, 25.0, 1004.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL042004, 2004-08-21T06:00:00Z, U, TD, 30.6, -38.6, 30.0, 1013.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL152011, 2011-09-07T06:00:00Z, U, LO, 20.3, -93.3, 30.0, 1005.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL092017, 2017-08-21T18:00:00Z, U, WV, 17.3, -84.6, 25.0, 1008.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL042013, 2013-08-04T06:00:00Z, U, LO, 32.4, -75.6, 30.0, 1011.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL072009, 2009-09-13T18:00:00Z, U, LO, 18.5, -35.4, 30.0, 1007.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL122017, 2017-09-07T06:00:00Z, U, HU, 14.4, -48.3, 80.0, 986.0, 80.0, 60.0, 40.0, 80.0, 40.0, 20.0, 20.0, 30.0, 20.0, 0.0, 0.0, 20.0
AL112015, 2015-10-13T00:00:00Z, U, EX, 38.6, -8.9, 25.0, 1007.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL152012, 2012-10-05T06:00:00Z, U, TS, 22.7, -39.4, 45.0, 994.0, 180.0, 140.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL022013, 2013-06-19T06:00:00Z, U, TD, 19.2, -93.1, 30.0, 1007.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL102013, 2013-09-13T12:00:00Z, U, TS, 19.3, -95.1, 35.0, 1000.0, 40.0, 0.0, 40.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL122017, 2017-09-07T18:00:00Z, U, HU, 15.1, -51.5, 100.0, 969.0, 100.0, 70.0, 40.0, 90.0, 40.0, 30.0, 30.0, 40.0, 25.0, 0.0, 0.0, 25.0
AL212010, 2010-10-29T06:00:00Z, U, TD, 9.0, -53.7, 30.0, 1006.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL132004, 2004-09-27T12:00:00Z, U, TS, 20.6, -46.2, 45.0, 1000.0, 100.0, 100.0, 0.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL092013, 2013-09-11T00:00:00Z, U, TS, 15.1, -28.3, 55.0, 998.0, 120.0, 90.0, 60.0, 90.0, 60.0, 40.0, 30.0, 40.0, 0.0, 0.0, 0.0, 0.0
AL042012, 2012-06-25T06:00:00Z, U, TS, 28.6, -85.8, 45.0, 993.0, 150.0, 200.0, 80.0, 110.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL042010, 2010-08-03T12:00:00Z, U, TS, 14.3, -49.3, 35.0, 1007.0, 30.0, 0.0, 0.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL212010, 2010-11-01T18:00:00Z, U, TS, 13.5, -69.2, 40.0, 1005.0, 100.0, 40.0, 20.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL042013, 2013-07-27T06:00:00Z, U, TS, 18.0, -49.2, 35.0, 1012.0, 50.0, 0.0, 0.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL102006, 2006-10-02T12:00:00Z, U, TS, 42.5, -56.2, 60.0, 990.0, 225.0, 200.0, 75.0, 75.0, 60.0, 60.0, 25.0, 25.0, 0.0, 0.0, 0.0, 0.0
AL162011, 2011-10-03T00:00:00Z, U, HU, 42.8, -59.6, 70.0, 972.0, 180.0, 200.0, 100.0, 90.0, 70.0, 80.0, 30.0, 30.0, 40.0, 40.0, 0.0, 20.0
AL102006, 2006-09-29T12:00:00Z, U, TS, 29.2, -55.8, 45.0, 1003.0, 110.0, 100.0, 60.0, 75.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL092006, 2006-09-24T18:00:00Z, U, EX, 42.0, -35.9, 65.0, 964.0, 300.0, 300.0, 350.0, 325.0, 90.0, 150.0, 175.0, 200.0, 0.0, 100.0, 90.0, 90.0
AL012010, 2010-06-28T18:00:00Z, U, TS, 20.3, -91.7, 50.0, 990.0, 60.0, 30.0, 30.0, 60.0, 25.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL182005, 2005-09-24T18:00:00Z, U, TS, 31.6, -94.1, 45.0, 974.0, 50.0, 120.0, 120.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL022016, 2016-05-31T00:00:00Z, U, LO, 33.2, -79.3, 25.0, 1009.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL132013, 2013-10-26T06:00:00Z, U, LO, 32.8, -43.9, 20.0, 1013.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL092016, 2016-09-02T08:00:00Z, R, TS, 30.6, -83.8, 60.0, 984.0, 130.0, 150.0, 60.0, 40.0, 40.0, 110.0, 30.0, 20.0, 0.0, 0.0, 0.0, 0.0
